죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
국토의계획및이용에관한법률,발생건수 대비 검거건수[%],97.4,98.1,97.3,95.9,95.3
국토의계획및이용에관한법률,검거인원[명],1580,2132,1796,1620,1628
국토의계획및이용에관한법률,남자검거인원[명],1304,1739,1507,1357,1356
국토의계획및이용에관한법률,여자검거인원[명],265,361,277,252,264
국토의계획및이용에관한법률,불상검거인원[명],11,32,12,11,8
국토의계획및이용에관한법률,법인체[개],164,244,230,197,197
권리행사를방해하는죄,발생건수[건],13030,11527,8829,6093,5919
권리행사를방해하는죄,검거건수[건],10738,9610,6964,4561,4149
권리행사를방해하는죄,발생건수 대비 검거건수[%],82.4,83.4,78.9,74.9,70.1
권리행사를방해하는죄,검거인원[명],16255,14895,11630,7443,6924
권리행사를방해하는죄,남자검거인원[명],12843,11517,9057,5848,5428
권리행사를방해하는죄,여자검거인원[명],3262,3225,2388,1523,1428
권리행사를방해하는죄,불상검거인원[명],150,153,185,72,68
권리행사를방해하는죄,법인체[개],24,31,20,12,14
낙태의죄,발생건수[건],28,20,27,3,2
낙태의죄,검거건수[건],27,18,27,2,2
낙태의죄,발생건수 대비 검거건수[%],96.4,90,100,66.7,100
낙태의죄,검거인원[명],66,41,58,4,3
낙태의죄,남자검거인원[명],29,20,15,1,2
낙태의죄,여자검거인원[명],37,19,41,2,1
낙태의죄,불상검거인원[명],-,2,2,1,-
낙태의죄,법인체[개],-,-,-,-,-
낚시관리및육성법위반,발생건수[건],559,1157,1036,502,865
낚시관리및육성법위반,검거건수[건],557,1156,1011,501,864
낚시관리및육성법위반,발생건수 대비 검거건수[%],99.6,99.9,97.6,99.8,99.9
낚시관리및육성법위반,검거인원[명],223,218,161,142,138
낚시관리및육성법위반,남자검거인원[명],202,197,146,131,126
낚시관리및육성법위반,여자검거인원[명],21,21,14,11,12
낚시관리및육성법위반,불상검거인원[명],-,-,1,-,-
낚시관리및육성법위반,법인체[개],5,3,3,2,-
내수면어업법,발생건수[건],42,65,65,47,33
내수면어업법,검거건수[건],41,61,65,43,29
내수면어업법,발생건수 대비 검거건수[%],97.6,93.8,100,91.5,87.9
내수면어업법,검거인원[명],61,103,87,72,51
내수면어업법,남자검거인원[명],56,88,84,69,45
내수면어업법,여자검거인원[명],3,6,-,3,3
내수면어업법,불상검거인원[명],2,9,3,-,3
내수면어업법,법인체[개],-,-,-,-,-
농수산물유통및가격안정에관한법률,발생건수[건],32,40,28,26,12
농수산물유통및가격안정에관한법률,검거건수[건],28,40,28,25,11
농수산물유통및가격안정에관한법률,발생건수 대비 검거건수[%],87.5,100,100,96.2,91.7
농수산물유통및가격안정에관한법률,검거인원[명],41,65,42,32,19
농수산물유통및가격안정에관한법률,남자검거인원[명],32,45,33,24,15
농수산물유통및가격안정에관한법률,여자검거인원[명],9,19,8,8,4
농수산물유통및가격안정에관한법률,불상검거인원[명],-,1,1,-,-
농수산물유통및가격안정에관한법률,법인체[개],3,6,7,6,3
농수산물품질관리법,발생건수[건],6,7,7,1,32
농수산물품질관리법,검거건수[건],6,7,7,1,32
농수산물품질관리법,발생건수 대비 검거건수[%],100,100,100,100,100
농수산물품질관리법,검거인원[명],9,7,7,1,6
농수산물품질관리법,남자검거인원[명],9,5,7,1,5
농수산물품질관리법,여자검거인원[명],-,2,-,-,1
농수산물품질관리법,불상검거인원[명],-,-,-,-,-
농수산물품질관리법,법인체[개],-,3,-,-,2
농지법,발생건수[건],723,702,861,1346,1066
농지법,검거건수[건],694,666,817,1255,972
농지법,발생건수 대비 검거건수[%],96,94.9,94.9,93.2,91.2
농지법,검거인원[명],1219,1009,1677,3083,1590
농지법,남자검거인원[명],903,775,1127,1735,1073
농지법,여자검거인원[명],311,223,542,1335,514
농지법,불상검거인원[명],5,11,8,13,3
농지법,법인체[개],75,69,104,130,186
담배사업법,발생건수[건],229,268,104,100,91
담배사업법,검거건수[건],225,263,96,96,86
담배사업법,발생건수 대비 검거건수[%],98.3,98.1,92.3,96,94.5
담배사업법,검거인원[명],294,194,123,123,121
담배사업법,남자검거인원[명],188,111,68,77,67
담배사업법,여자검거인원[명],103,77,50,43,52
담배사업법,불상검거인원[명],3,6,5,3,2
담배사업법,법인체[개],4,-,-,1,-
도시가스사업법,발생건수[건],34,47,50,63,57
도시가스사업법,검거건수[건],31,43,46,55,47
도시가스사업법,발생건수 대비 검거건수[%],91.2,91.5,92,87.3,82.5
도시가스사업법,검거인원[명],42,55,69,70,56
도시가스사업법,남자검거인원[명],34,45,55,58,45
도시가스사업법,여자검거인원[명],6,6,10,9,9
도시가스사업법,불상검거인원[명],2,4,4,3,2
도시가스사업법,법인체[개],13,17,24,29,17
도시공원및녹지등에관한법률,발생건수[건],84,80,82,83,56
도시공원및녹지등에관한법률,검거건수[건],77,74,68,58,42
도시공원및녹지등에관한법률,발생건수 대비 검거건수[%],91.7,92.5,82.9,69.9,75
도시공원및녹지등에관한법률,검거인원[명],125,99,96,88,61
도시공원및녹지등에관한법률,남자검거인원[명],98,75,72,60,43
도시공원및녹지등에관한법률,여자검거인원[명],19,21,14,12,10
도시공원및녹지등에관한법률,불상검거인원[명],8,3,10,16,8
도시공원및녹지등에관한법률,법인체[개],8,9,6,8,5
도주와도주원조죄,발생건수[건],1,6,10,14,7
도주와도주원조죄,검거건수[건],1,6,10,14,7
도주와도주원조죄,발생건수 대비 검거건수[%],100,100,100,100,100
도주와도주원조죄,검거인원[명],3,4,11,12,5
도주와도주원조죄,남자검거인원[명],3,3,10,11,5
도주와도주원조죄,여자검거인원[명],-,1,1,1,-
도주와도주원조죄,불상검거인원[명],-,-,-,-,-
도주와도주원조죄,법인체[개],-,-,-,-,-
독점규제및공정거래에관한법률,발생건수[건],4,7,9,6,5
독점규제및공정거래에관한법률,검거건수[건],4,2,5,4,3
독점규제및공정거래에관한법률,발생건수 대비 검거건수[%],100,28.6,55.6,66.7,60
독점규제및공정거래에관한법률,검거인원[명],17,17,17,22,13
독점규제및공정거래에관한법률,남자검거인원[명],14,11,12,14,11
독점규제및공정거래에관한법률,여자검거인원[명],-,5,3,8,2
독점규제및공정거래에관한법률,불상검거인원[명],3,1,2,-,-
독점규제및공정거래에관한법률,법인체[개],3,2,4,-,1
동물보호법,발생건수[건],,,,1072,1237
동물보호법,검거건수[건],,,,689,806
동물보호법,발생건수 대비 검거건수[%],,,,64.3,65.2
동물보호법,검거인원[명],,,,937,1055
동물보호법,남자검거인원[명],,,,591,667
동물보호법,여자검거인원[명],,,,235,275
동물보호법,불상검거인원[명],,,,111,113
동물보호법,법인체[개],,,,4,3
명예에관한죄,발생건수[건],27695,28885,29631,30814,34906
명예에관한죄,검거건수[건],22049,23197,22683,22600,23745
명예에관한죄,발생건수 대비 검거건수[%],79.6,80.3,76.6,73.3,68
명예에관한죄,검거인원[명],36743,39793,40919,36400,38560
명예에관한죄,남자검거인원[명],22087,23545,23442,21877,22710
명예에관한죄,여자검거인원[명],9312,10634,11148,9191,9936
명예에관한죄,불상검거인원[명],5344,5614,6329,5332,5914
명예에관한죄,법인체[개],16,32,20,11,7
무고의죄,발생건수[건],4212,4159,4685,4133,4976
무고의죄,검거건수[건],3440,3486,3936,3353,3624
무고의죄,발생건수 대비 검거건수[%],81.7,83.8,84,81.1,72.8
무고의죄,검거인원[명],5639,5756,6260,4918,5297
무고의죄,남자검거인원[명],3465,3575,3727,2883,3148
무고의죄,여자검거인원[명],1946,2027,2398,1876,2015
무고의죄,불상검거인원[명],228,154,135,159,134
무고의죄,법인체[개],11,10,7,3,5
문화재보호법,발생건수[건],125,142,107,150,124
문화재보호법,검거건수[건],116,138,99,134,108
문화재보호법,발생건수 대비 검거건수[%],92.8,97.2,92.5,89.3,87.1
문화재보호법,검거인원[명],288,215,169,199,181
문화재보호법,남자검거인원[명],193,170,135,177,137
문화재보호법,여자검거인원[명],56,37,21,18,30
문화재보호법,불상검거인원[명],39,8,13,4,14
문화재보호법,법인체[개],25,23,31,35,26
밀항단속법,발생건수[건],7,8,3,-,2
밀항단속법,검거건수[건],7,6,3,-,2
밀항단속법,발생건수 대비 검거건수[%],100,75,100,-,100
밀항단속법,검거인원[명],21,12,29,5,2
밀항단속법,남자검거인원[명],19,9,27,4,1
밀항단속법,여자검거인원[명],2,3,2,1,1
밀항단속법,불상검거인원[명],-,-,-,-,-
밀항단속법,법인체[개],-,-,-,-,-
방문판매등에관한법률,발생건수[건],118,148,187,56,46
방문판매등에관한법률,검거건수[건],112,125,176,48,29
방문판매등에관한법률,발생건수 대비 검거건수[%],94.9,84.5,94.1,85.7,63
방문판매등에관한법률,검거인원[명],799,1090,837,230,96
방문판매등에관한법률,남자검거인원[명],366,400,425,122,64
방문판매등에관한법률,여자검거인원[명],420,645,393,86,31
방문판매등에관한법률,불상검거인원[명],13,45,19,22,1
방문판매등에관한법률,법인체[개],26,18,41,12,16
배타적경제수역의외국인어업등에관한법률,발생건수[건],105,98,13,57,28
배타적경제수역의외국인어업등에관한법률,검거건수[건],104,98,13,57,28
배타적경제수역의외국인어업등에관한법률,발생건수 대비 검거건수[%],99,100,100,100,100
배타적경제수역의외국인어업등에관한법률,검거인원[명],138,127,21,60,33
배타적경제수역의외국인어업등에관한법률,남자검거인원[명],138,126,21,60,33
배타적경제수역의외국인어업등에관한법률,여자검거인원[명],-,-,-,-,-
배타적경제수역의외국인어업등에관한법률,불상검거인원[명],-,1,-,-,-
배타적경제수역의외국인어업등에관한법률,법인체[개],-,-,-,-,-
범인은닉·범인도피죄,발생건수[건],96,101,119,111,107
범인은닉·범인도피죄,검거건수[건],90,99,110,105,101
범인은닉·범인도피죄,발생건수 대비 검거건수[%],93.8,98,92.4,94.6,94.4
범인은닉·범인도피죄,검거인원[명],449,514,487,384,402
범인은닉·범인도피죄,남자검거인원[명],346,380,340,279,289
범인은닉·범인도피죄,여자검거인원[명],102,130,146,105,102
범인은닉·범인도피죄,불상검거인원[명],1,4,1,-,11
범인은닉·범인도피죄,법인체[개],-,-,-,-,-
변호사법,발생건수[건],395,311,292,274,297
변호사법,검거건수[건],329,262,243,202,231
변호사법,발생건수 대비 검거건수[%],83.3,84.2,83.2,73.7,77.8
변호사법,검거인원[명],612,481,460,316,378
변호사법,남자검거인원[명],526,418,405,290,336
변호사법,여자검거인원[명],71,56,41,23,35
변호사법,불상검거인원[명],15,7,14,3,7
변호사법,법인체[개],1,1,7,4,3
보안관찰법,발생건수[건],-,-,-,2,-
보안관찰법,검거건수[건],-,-,-,2,-
보안관찰법,발생건수 대비 검거건수[%],-,-,-,100,-
보안관찰법,검거인원[명],-,-,-,2,-
보안관찰법,남자검거인원[명],-,-,-,2,-
보안관찰법,여자검거인원[명],-,-,-,-,-
보안관찰법,불상검거인원[명],-,-,-,-,-
보안관찰법,법인체[개],-,-,-,-,-
부정경쟁방지및영업비밀보호에관한법률,발생건수[건],552,493,567,416,531
부정경쟁방지및영업비밀보호에관한법률,검거건수[건],482,438,498,325,404
부정경쟁방지및영업비밀보호에관한법률,발생건수 대비 검거건수[%],87.3,88.8,87.8,78.1,76.1
부정경쟁방지및영업비밀보호에관한법률,검거인원[명],1025,945,1117,723,778
부정경쟁방지및영업비밀보호에관한법률,남자검거인원[명],758,754,868,546,625
부정경쟁방지및영업비밀보호에관한법률,여자검거인원[명],230,157,210,140,121
부정경쟁방지및영업비밀보호에관한법률,불상검거인원[명],37,34,39,37,32
부정경쟁방지및영업비밀보호에관한법률,법인체[개],151,193,199,97,124
비밀침해죄,발생건수[건],93,120,138,121,152
비밀침해죄,검거건수[건],66,88,95,80,81
비밀침해죄,발생건수 대비 검거건수[%],71,73.3,68.8,66.1,53.3
비밀침해죄,검거인원[명],103,142,167,137,126
비밀침해죄,남자검거인원[명],59,60,83,57,59
비밀침해죄,여자검거인원[명],32,51,58,57,41
비밀침해죄,불상검거인원[명],12,31,26,23,26
비밀침해죄,법인체[개],-,-,-,-,-
비파괴검사기술의진흥및관리에관한법률,발생건수[건],995,2,-,1,-
비파괴검사기술의진흥및관리에관한법률,검거건수[건],994,2,-,1,-
비파괴검사기술의진흥및관리에관한법률,발생건수 대비 검거건수[%],99.9,100,-,100,-
비파괴검사기술의진흥및관리에관한법률,검거인원[명],9,3,38,1,-
비파괴검사기술의진흥및관리에관한법률,남자검거인원[명],9,3,38,1,-
비파괴검사기술의진흥및관리에관한법률,여자검거인원[명],-,-,-,-,-
비파괴검사기술의진흥및관리에관한법률,불상검거인원[명],-,-,-,-,-
비파괴검사기술의진흥및관리에관한법률,법인체[개],5,2,-,-,-
사격장안전법,발생건수[건],3,-,-,1,1
사격장안전법,검거건수[건],3,-,-,1,1
사격장안전법,발생건수 대비 검거건수[%],100,-,-,100,100
사격장안전법,검거인원[명],4,-,-,1,1
사격장안전법,남자검거인원[명],3,-,-,1,-
사격장안전법,여자검거인원[명],1,-,-,-,1
사격장안전법,불상검거인원[명],-,-,-,-,-
사격장안전법,법인체[개],-,-,-,-,1
산림법,발생건수[건],2,3,224,170,131
산림법,검거건수[건],-,2,160,122,83
산림법,발생건수 대비 검거건수[%],-,66.7,71.4,71.8,63.4
산림법,검거인원[명],-,2,279,238,124
산림법,남자검거인원[명],-,2,219,181,100
산림법,여자검거인원[명],-,-,29,24,10
산림법,불상검거인원[명],-,-,31,33,14
산림법,법인체[개],-,-,4,8,3
생명윤리및안전에관한법률,발생건수[건],3,7,9,1,5
생명윤리및안전에관한법률,검거건수[건],3,5,8,-,4
생명윤리및안전에관한법률,발생건수 대비 검거건수[%],100,71.4,88.9,-,80
생명윤리및안전에관한법률,검거인원[명],11,12,13,-,12
생명윤리및안전에관한법률,남자검거인원[명],1,10,12,-,4
생명윤리및안전에관한법률,여자검거인원[명],10,2,1,-,8
생명윤리및안전에관한법률,불상검거인원[명],-,-,-,-,-
생명윤리및안전에관한법률,법인체[개],-,1,5,2,1
석유및석유대체연료사업법,발생건수[건],1549,1309,976,464,431
석유및석유대체연료사업법,검거건수[건],1462,1303,968,443,407
석유및석유대체연료사업법,발생건수 대비 검거건수[%],94.4,99.5,99.2,95.5,94.4
석유및석유대체연료사업법,검거인원[명],1040,1133,692,400,379
석유및석유대체연료사업법,남자검거인원[명],902,995,607,356,327
석유및석유대체연료사업법,여자검거인원[명],131,135,82,43,50
석유및석유대체연료사업법,불상검거인원[명],7,3,3,1,2
석유및석유대체연료사업법,법인체[개],116,171,83,59,31
선박안전법,발생건수[건],1946,1109,1937,2090,1689
선박안전법,검거건수[건],1948,1106,1844,2085,1688
선박안전법,발생건수 대비 검거건수[%],100.1,99.7,95.2,99.8,99.9
선박안전법,검거인원[명],241,254,210,222,216
선박안전법,남자검거인원[명],227,246,208,219,209
선박안전법,여자검거인원[명],12,7,2,3,7
선박안전법,불상검거인원[명],2,1,-,-,-
선박안전법,법인체[개],82,78,83,106,69
선박직원법,발생건수[건],2178,2201,4322,3814,7017
선박직원법,검거건수[건],2175,2198,4319,3815,7016
선박직원법,발생건수 대비 검거건수[%],99.9,99.9,99.9,100,100
선박직원법,검거인원[명],179,147,220,192,210
선박직원법,남자검거인원[명],171,144,214,186,201
선박직원법,여자검거인원[명],8,3,6,6,9
선박직원법,불상검거인원[명],-,-,-,-,-
선박직원법,법인체[개],12,18,14,6,7
성매매방지및피해자보호등에관한법률위반,발생건수[건],49,13,13,11,11
성매매방지및피해자보호등에관한법률위반,검거건수[건],44,10,11,9,8
성매매방지및피해자보호등에관한법률위반,발생건수 대비 검거건수[%],89.8,76.9,84.6,81.8,72.7
성매매방지및피해자보호등에관한법률위반,검거인원[명],58,29,29,27,28
성매매방지및피해자보호등에관한법률위반,남자검거인원[명],37,16,16,14,14
성매매방지및피해자보호등에관한법률위반,여자검거인원[명],19,11,10,12,12
성매매방지및피해자보호등에관한법률위반,불상검거인원[명],2,2,3,1,2
성매매방지및피해자보호등에관한법률위반,법인체[개],-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매),발생건수[건],2628,1712,1027,1321,1796
성매매알선등행위의처벌에관한법률위반(성매매),검거건수[건],2573,1695,1009,1293,1753
성매매알선등행위의처벌에관한법률위반(성매매),발생건수 대비 검거건수[%],97.9,99,98.2,97.9,97.6
성매매알선등행위의처벌에관한법률위반(성매매),검거인원[명],5510,3874,2572,2467,3118
성매매알선등행위의처벌에관한법률위반(성매매),남자검거인원[명],3144,2361,1600,1807,2488
성매매알선등행위의처벌에관한법률위반(성매매),여자검거인원[명],2167,1420,904,613,590
성매매알선등행위의처벌에관한법률위반(성매매),불상검거인원[명],199,93,68,47,40
성매매알선등행위의처벌에관한법률위반(성매매),법인체[개],-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수[건],26,23,16,12,19
성매매알선등행위의처벌에관한법률위반(성매매강요등),검거건수[건],24,18,12,11,15
성매매알선등행위의처벌에관한법률위반(성매매강요등),발생건수 대비 검거건수[%],92.3,78.3,75,91.7,78.9
성매매알선등행위의처벌에관한법률위반(성매매강요등),검거인원[명],53,54,51,26,33
성매매알선등행위의처벌에관한법률위반(성매매강요등),남자검거인원[명],32,32,40,18,20
성매매알선등행위의처벌에관한법률위반(성매매강요등),여자검거인원[명],21,20,9,8,12
성매매알선등행위의처벌에관한법률위반(성매매강요등),불상검거인원[명],-,2,2,-,1
성매매알선등행위의처벌에관한법률위반(성매매강요등),법인체[개],-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수[건],237,200,315,180,196
성매매알선등행위의처벌에관한법률위반(성매매광고),검거건수[건],215,193,300,172,182
성매매알선등행위의처벌에관한법률위반(성매매광고),발생건수 대비 검거건수[%],90.7,96.5,95.2,95.6,92.9
성매매알선등행위의처벌에관한법률위반(성매매광고),검거인원[명],269,307,339,207,253
성매매알선등행위의처벌에관한법률위반(성매매광고),남자검거인원[명],124,158,63,43,63
성매매알선등행위의처벌에관한법률위반(성매매광고),여자검거인원[명],113,135,254,155,157
성매매알선등행위의처벌에관한법률위반(성매매광고),불상검거인원[명],32,14,22,9,33
성매매알선등행위의처벌에관한법률위반(성매매광고),법인체[개],-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수[건],2016,1768,1090,787,724
성매매알선등행위의처벌에관한법률위반(성매매알선등),검거건수[건],1969,1747,1057,759,680
성매매알선등행위의처벌에관한법률위반(성매매알선등),발생건수 대비 검거건수[%],97.7,98.8,97,96.4,93.9
성매매알선등행위의처벌에관한법률위반(성매매알선등),검거인원[명],5284,5121,3480,2386,1889
성매매알선등행위의처벌에관한법률위반(성매매알선등),남자검거인원[명],2900,2858,1903,1356,977
성매매알선등행위의처벌에관한법률위반(성매매알선등),여자검거인원[명],2270,2193,1498,984,851
성매매알선등행위의처벌에관한법률위반(성매매알선등),불상검거인원[명],114,70,79,46,61
성매매알선등행위의처벌에관한법률위반(성매매알선등),법인체[개],4,3,3,-,1
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수[건],7,2,-,1,2
성매매알선등행위의처벌에관한법률위반(아동·청소년),검거건수[건],6,2,-,1,1
성매매알선등행위의처벌에관한법률위반(아동·청소년),발생건수 대비 검거건수[%],85.7,100,-,100,50
성매매알선등행위의처벌에관한법률위반(아동·청소년),검거인원[명],18,4,3,1,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),남자검거인원[명],-,2,-,1,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),여자검거인원[명],16,2,3,-,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),불상검거인원[명],2,-,-,-,-
성매매알선등행위의처벌에관한법률위반(아동·청소년),법인체[개],-,-,-,-,-
성매매알선등행위의처벌에관한법률위반(기타),발생건수[건],1792,1352,941,835,932
성매매알선등행위의처벌에관한법률위반(기타),검거건수[건],1751,1282,772,799,886
성매매알선등행위의처벌에관한법률위반(기타),발생건수 대비 검거건수[%],97.7,94.8,82,95.7,95.1
성매매알선등행위의처벌에관한법률위반(기타),검거인원[명],4266,3898,2545,2033,2193
성매매알선등행위의처벌에관한법률위반(기타),남자검거인원[명],2455,2117,1273,1217,1242
성매매알선등행위의처벌에관한법률위반(기타),여자검거인원[명],1647,1618,1054,773,911
성매매알선등행위의처벌에관한법률위반(기타),불상검거인원[명],164,163,218,43,40
성매매알선등행위의처벌에관한법률위반(기타),법인체[개],2,3,1,1,-
성폭력범죄의처벌등에관한특례법위반(기타),발생건수[건],4462,5089,5934,5479,6266
성폭력범죄의처벌등에관한특례법위반(기타),검거건수[건],4217,4842,5655,5113,5848
성폭력범죄의처벌등에관한특례법위반(기타),발생건수 대비 검거건수[%],94.5,95.1,95.3,93.3,93.3
성폭력범죄의처벌등에관한특례법위반(기타),검거인원[명],4489,5302,6122,5532,6105
성폭력범죄의처벌등에관한특례법위반(기타),남자검거인원[명],4378,5176,5938,5236,5807
성폭력범죄의처벌등에관한특례법위반(기타),여자검거인원[명],73,88,131,140,166
성폭력범죄의처벌등에관한특례법위반(기타),불상검거인원[명],38,38,53,156,132
성폭력범죄의처벌등에관한특례법위반(기타),법인체[개],-,-,-,-,-
소방기본법,발생건수[건],26,17,12,31,34
소방기본법,검거건수[건],21,16,12,27,34
소방기본법,발생건수 대비 검거건수[%],80.8,94.1,100,87.1,100
소방기본법,검거인원[명],33,20,11,28,33
소방기본법,남자검거인원[명],20,17,9,24,28
소방기본법,여자검거인원[명],7,2,2,3,5
소방기본법,불상검거인원[명],6,1,-,1,-
소방기본법,법인체[개],-,-,-,-,-
수도법,발생건수[건],146,124,161,150,63
수도법,검거건수[건],144,118,157,148,55
수도법,발생건수 대비 검거건수[%],98.6,95.2,97.5,98.7,87.3
수도법,검거인원[명],167,136,194,174,81
수도법,남자검거인원[명],143,114,167,146,72
수도법,여자검거인원[명],24,18,27,27,7
수도법,불상검거인원[명],-,4,-,1,2
수도법,법인체[개],22,15,14,28,6
수산업법,발생건수[건],2419,3516,5261,1432,913
수산업법,검거건수[건],2422,3506,5265,1429,911
수산업법,발생건수 대비 검거건수[%],100.1,99.7,100.1,99.8,99.8
수산업법,검거인원[명],884,920,884,496,479
수산업법,남자검거인원[명],838,860,840,474,455
수산업법,여자검거인원[명],45,53,42,22,19
수산업법,불상검거인원[명],1,7,2,-,5
수산업법,법인체[개],7,10,6,6,4
신앙에관한죄,발생건수[건],360,342,217,248,223
신앙에관한죄,검거건수[건],311,306,159,203,168
신앙에관한죄,발생건수 대비 검거건수[%],86.4,89.5,73.3,81.9,75.3
신앙에관한죄,검거인원[명],974,928,320,338,305
신앙에관한죄,남자검거인원[명],607,486,219,268,225
신앙에관한죄,여자검거인원[명],240,384,67,54,73
신앙에관한죄,불상검거인원[명],127,58,34,16,7
신앙에관한죄,법인체[개],4,2,-,-,-
신용정보의이용및보호에관한법률,발생건수[건],17,33,44,26,28
신용정보의이용및보호에관한법률,검거건수[건],17,32,40,25,20
신용정보의이용및보호에관한법률,발생건수 대비 검거건수[%],100,97,90.9,96.2,71.4
신용정보의이용및보호에관한법률,검거인원[명],105,86,110,51,32
신용정보의이용및보호에관한법률,남자검거인원[명],56,45,60,32,23
신용정보의이용및보호에관한법률,여자검거인원[명],49,35,45,13,8
신용정보의이용및보호에관한법률,불상검거인원[명],-,6,5,6,1
신용정보의이용및보호에관한법률,법인체[개],7,9,4,4,3
실화및업무상실화죄,발생건수[건],2171,2304,2358,2250,2573
실화및업무상실화죄,검거건수[건],1741,1867,1843,1662,1852
실화및업무상실화죄,발생건수 대비 검거건수[%],80.2,81,78.2,73.9,72
실화및업무상실화죄,검거인원[명],2022,2103,2108,1824,2049
실화및업무상실화죄,남자검거인원[명],1614,1675,1699,1500,1702
실화및업무상실화죄,여자검거인원[명],366,397,387,318,340
실화및업무상실화죄,불상검거인원[명],42,31,22,6,7
실화및업무상실화죄,법인체[개],-,-,2,-,2
스토킹처벌법,발생건수[건],,,,1023,10545
스토킹처벌법,검거건수[건],,,,880,9895
스토킹처벌법,발생건수 대비 검거건수[%],,,,86,93.8
스토킹처벌법,검거인원[명],,,,818,9999
스토킹처벌법,남자검거인원[명],,,,669,8051
스토킹처벌법,여자검거인원[명],,,,147,1868
스토킹처벌법,불상검거인원[명],,,,2,80
스토킹처벌법,법인체[개],,,,-,-
아동·청소년의성보호에관한법률위반(강요행위등),발생건수[건],57,47,57,79,39
아동·청소년의성보호에관한법률위반(강요행위등),검거건수[건],55,46,56,78,36
아동·청소년의성보호에관한법률위반(강요행위등),발생건수 대비 검거건수[%],96.5,97.9,98.2,98.7,92.3
아동·청소년의성보호에관한법률위반(강요행위등),검거인원[명],169,168,178,197,102
아동·청소년의성보호에관한법률위반(강요행위등),남자검거인원[명],86,97,110,152,69
아동·청소년의성보호에관한법률위반(강요행위등),여자검거인원[명],70,61,64,45,31
아동·청소년의성보호에관한법률위반(강요행위등),불상검거인원[명],13,10,4,-,2
아동·청소년의성보호에관한법률위반(강요행위등),법인체[개],-,-,-,-,-
아동·청소년의성보호에관한법률위반(매매),발생건수[건],6,5,12,7,4
아동·청소년의성보호에관한법률위반(매매),검거건수[건],5,3,10,6,4
아동·청소년의성보호에관한법률위반(매매),발생건수 대비 검거건수[%],83.3,60,83.3,85.7,100
아동·청소년의성보호에관한법률위반(매매),검거인원[명],20,9,14,17,4
아동·청소년의성보호에관한법률위반(매매),남자검거인원[명],15,7,8,17,4
아동·청소년의성보호에관한법률위반(매매),여자검거인원[명],2,-,2,-,-
아동·청소년의성보호에관한법률위반(매매),불상검거인원[명],3,2,4,-,-
아동·청소년의성보호에관한법률위반(매매),법인체[개],-,-,-,-,-
아동·청소년의성보호에관한법률위반(성매수등),발생건수[건],203,190,137,190,236
아동·청소년의성보호에관한법률위반(성매수등),검거건수[건],195,176,128,178,209
아동·청소년의성보호에관한법률위반(성매수등),발생건수 대비 검거건수[%],96.1,92.6,93.4,93.7,88.6
아동·청소년의성보호에관한법률위반(성매수등),검거인원[명],322,398,395,295,393
아동·청소년의성보호에관한법률위반(성매수등),남자검거인원[명],273,350,342,280,339
아동·청소년의성보호에관한법률위반(성매수등),여자검거인원[명],32,25,28,1,16
아동·청소년의성보호에관한법률위반(성매수등),불상검거인원[명],17,23,25,14,38
아동·청소년의성보호에관한법률위반(성매수등),법인체[개],-,-,-,-,-
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수[건],69,65,68,54,40
아동·청소년의성보호에관한법률위반(알선영업행위등),검거건수[건],68,63,66,49,35
아동·청소년의성보호에관한법률위반(알선영업행위등),발생건수 대비 검거건수[%],98.6,96.9,97.1,90.7,87.5
아동·청소년의성보호에관한법률위반(알선영업행위등),검거인원[명],200,151,165,160,88
아동·청소년의성보호에관한법률위반(알선영업행위등),남자검거인원[명],145,122,119,122,70
아동·청소년의성보호에관한법률위반(알선영업행위등),여자검거인원[명],51,25,34,34,14
아동·청소년의성보호에관한법률위반(알선영업행위등),불상검거인원[명],4,4,12,4,4
아동·청소년의성보호에관한법률위반(알선영업행위등),법인체[개],-,-,-,-,-
아동·청소년의성보호에관한법률위반(기타),발생건수[건],415,353,573,437,539
아동·청소년의성보호에관한법률위반(기타),검거건수[건],389,310,508,399,462
아동·청소년의성보호에관한법률위반(기타),발생건수 대비 검거건수[%],93.7,87.8,88.7,91.3,85.7
아동·청소년의성보호에관한법률위반(기타),검거인원[명],477,434,623,664,488
아동·청소년의성보호에관한법률위반(기타),남자검거인원[명],413,351,541,605,444
아동·청소년의성보호에관한법률위반(기타),여자검거인원[명],41,39,43,37,24
아동·청소년의성보호에관한법률위반(기타),불상검거인원[명],23,44,39,22,20
아동·청소년의성보호에관한법률위반(기타),법인체[개],-,1,-,1,-
아동복지법위반(무아동복지시설의 의무위반 등),발생건수[건],-,-,-,2,-
아동복지법위반(무아동복지시설의 의무위반 등),검거건수[건],-,-,-,2,-
